영역,유형,표준점수,남자,여자
과학탐구,화학 II,64,25,2
과학탐구,화학 II,63,87,10
과학탐구,화학 II,62,95,17
과학탐구,화학 II,61,98,24
과학탐구,화학 II,60,44,10
과학탐구,화학 II,59,98,12
과학탐구,화학 II,58,138,37
과학탐구,화학 II,57,78,29
과학탐구,화학 II,56,56,18
과학탐구,화학 II,55,67,22
과학탐구,화학 II,54,96,34
과학탐구,화학 II,53,70,20
과학탐구,화학 II,52,44,18
과학탐구,화학 II,51,47,18
과학탐구,화학 II,50,80,34
과학탐구,화학 II,49,33,18
과학탐구,화학 II,48,39,25
과학탐구,화학 II,47,47,22
과학탐구,화학 II,46,54,33
과학탐구,화학 II,45,40,22
과학탐구,화학 II,44,31,20
과학탐구,화학 II,43,42,26
과학탐구,화학 II,42,105,52
과학탐구,화학 II,41,38,25
과학탐구,화학 II,40,44,17
과학탐구,화학 II,39,64,22
과학탐구,화학 II,38,130,59
과학탐구,화학 II,37,34,22
과학탐구,화학 II,36,58,22
과학탐구,화학 II,35,45,29
과학탐구,화학 II,34,47,26
과학탐구,화학 II,33,12,7
과학탐구,화학 II,32,12,2
과학탐구,화학 II,31,16,4
과학탐구,화학 II,30,14,1
과학탐구,생명과학 II,69,45,19
과학탐구,생명과학 II,68,18,7
과학탐구,생명과학 II,67,138,55
과학탐구,생명과학 II,66,1,0
과학탐구,생명과학 II,65,88,50
과학탐구,생명과학 II,64,164,89
과학탐구,생명과학 II,63,129,75
과학탐구,생명과학 II,62,105,51
과학탐구,생명과학 II,61,71,47
과학탐구,생명과학 II,60,219,160
과학탐구,생명과학 II,59,113,68
과학탐구,생명과학 II,58,115,84
과학탐구,생명과학 II,57,77,55
과학탐구,생명과학 II,56,202,144
과학탐구,생명과학 II,55,80,59
과학탐구,생명과학 II,54,80,96
과학탐구,생명과학 II,53,51,75
과학탐구,생명과학 II,52,119,143
과학탐구,생명과학 II,51,53,49
과학탐구,생명과학 II,50,56,62
과학탐구,생명과학 II,49,62,59
과학탐구,생명과학 II,48,128,126
과학탐구,생명과학 II,47,72,78
과학탐구,생명과학 II,46,81,69
과학탐구,생명과학 II,45,67,78
과학탐구,생명과학 II,44,161,182
과학탐구,생명과학 II,43,75,93
과학탐구,생명과학 II,42,104,79
과학탐구,생명과학 II,41,104,120
과학탐구,생명과학 II,40,174,207
과학탐구,생명과학 II,39,91,124
과학탐구,생명과학 II,38,75,78
과학탐구,생명과학 II,37,122,91
과학탐구,생명과학 II,36,110,117
과학탐구,생명과학 II,35,73,59
과학탐구,생명과학 II,34,19,21
과학탐구,생명과학 II,33,46,36
과학탐구,생명과학 II,32,33,23
과학탐구,생명과학 II,31,10,9
과학탐구,생명과학 II,29,11,6
과학탐구,지구과학 II,69,28,4
과학탐구,지구과학 II,67,33,4
과학탐구,지구과학 II,66,63,12
과학탐구,지구과학 II,65,79,13
과학탐구,지구과학 II,64,39,8
과학탐구,지구과학 II,63,89,19
과학탐구,지구과학 II,62,188,30
과학탐구,지구과학 II,61,128,36
과학탐구,지구과학 II,60,92,18
과학탐구,지구과학 II,59,108,26
과학탐구,지구과학 II,58,174,53
과학탐구,지구과학 II,57,118,29
과학탐구,지구과학 II,56,71,20
과학탐구,지구과학 II,55,164,47
과학탐구,지구과학 II,54,55,13
과학탐구,지구과학 II,53,80,26
과학탐구,지구과학 II,52,70,18
과학탐구,지구과학 II,51,105,37
과학탐구,지구과학 II,50,40,14
과학탐구,지구과학 II,49,56,16
과학탐구,지구과학 II,48,33,17
과학탐구,지구과학 II,47,103,39
과학탐구,지구과학 II,46,47,25
과학탐구,지구과학 II,45,55,15
과학탐구,지구과학 II,44,52,29
과학탐구,지구과학 II,43,148,44
과학탐구,지구과학 II,42,67,30
과학탐구,지구과학 II,41,66,37
과학탐구,지구과학 II,40,84,34
과학탐구,지구과학 II,39,177,73
과학탐구,지구과학 II,38,95,48
과학탐구,지구과학 II,37,96,39
과학탐구,지구과학 II,36,130,41
과학탐구,지구과학 II,35,49,26
과학탐구,지구과학 II,34,23,12
과학탐구,지구과학 II,33,37,12
과학탐구,지구과학 II,32,21,5
과학탐구,지구과학 II,31,8,4
과학탐구,지구과학 II,29,9,3
직업탐구,농업 이해,72,4,2
직업탐구,농업 이해,69,7,5
직업탐구,농업 이해,67,5,4
직업탐구,농업 이해,66,1,2
직업탐구,농업 이해,65,1,3
직업탐구,농업 이해,64,1,3
직업탐구,농업 이해,62,3,5
직업탐구,농업 이해,61,1,3
직업탐구,농업 이해,60,3,3
직업탐구,농업 이해,59,2,3
직업탐구,농업 이해,58,2,5
직업탐구,농업 이해,57,5,2
직업탐구,농업 이해,56,6,2
직업탐구,농업 이해,55,5,2
직업탐구,농업 이해,54,5,4
직업탐구,농업 이해,53,7,6
직업탐구,농업 이해,52,2,3
직업탐구,농업 이해,51,2,2
직업탐구,농업 이해,50,6,5
직업탐구,농업 이해,49,4,1
직업탐구,농업 이해,48,16,11
직업탐구,농업 이해,47,6,9
직업탐구,농업 이해,46,6,6
직업탐구,농업 이해,45,4,6
직업탐구,농업 이해,44,5,5
직업탐구,농업 이해,43,7,2
직업탐구,농업 이해,42,3,5
직업탐구,농업 이해,41,4,5
직업탐구,농업 이해,40,5,4
직업탐구,농업 이해,39,4,5
직업탐구,농업 이해,38,4,5
직업탐구,농업 이해,37,4,1
직업탐구,농업 이해,36,4,3
직업탐구,농업 이해,35,7,2
직업탐구,농업 이해,34,1,0
직업탐구,농업 이해,32,1,1
직업탐구,농업 이해,31,0,1
직업탐구,농업 이해,30,2,1
직업탐구,농업 기초 기술,75,1,1
직업탐구,농업 기초 기술,72,3,2
직업탐구,농업 기초 기술,70,0,2
직업탐구,농업 기초 기술,69,1,0
직업탐구,농업 기초 기술,67,2,1
직업탐구,농업 기초 기술,66,3,0
직업탐구,농업 기초 기술,65,3,3
직업탐구,농업 기초 기술,64,2,1
직업탐구,농업 기초 기술,63,3,0
직업탐구,농업 기초 기술,62,3,3
직업탐구,농업 기초 기술,61,4,5
직업탐구,농업 기초 기술,60,4,3
직업탐구,농업 기초 기술,59,3,1
직업탐구,농업 기초 기술,58,4,4
직업탐구,농업 기초 기술,57,1,7
직업탐구,농업 기초 기술,55,2,3
직업탐구,농업 기초 기술,54,2,4
직업탐구,농업 기초 기술,53,7,1
직업탐구,농업 기초 기술,52,4,2
직업탐구,농업 기초 기술,51,4,4
직업탐구,농업 기초 기술,50,4,3
직업탐구,농업 기초 기술,49,3,2
직업탐구,농업 기초 기술,48,3,10
직업탐구,농업 기초 기술,47,6,5
직업탐구,농업 기초 기술,46,5,3
직업탐구,농업 기초 기술,45,7,7
직업탐구,농업 기초 기술,44,4,3
직업탐구,농업 기초 기술,43,3,2
직업탐구,농업 기초 기술,42,7,4
직업탐구,농업 기초 기술,41,3,3
직업탐구,농업 기초 기술,40,4,4
직업탐구,농업 기초 기술,39,2,2
직업탐구,농업 기초 기술,38,3,3
직업탐구,농업 기초 기술,37,8,3
직업탐구,농업 기초 기술,36,1,3
직업탐구,농업 기초 기술,35,3,0
직업탐구,농업 기초 기술,34,1,0
직업탐구,농업 기초 기술,33,1,2
직업탐구,농업 기초 기술,32,2,2
직업탐구,농업 기초 기술,31,0,1
직업탐구,공업 일반,67,35,6
직업탐구,공업 일반,66,7,2
직업탐구,공업 일반,65,72,13
직업탐구,공업 일반,63,68,23
직업탐구,공업 일반,62,1,1
직업탐구,공업 일반,61,23,6
직업탐구,공업 일반,60,45,12
직업탐구,공업 일반,59,30,12
직업탐구,공업 일반,58,19,6
직업탐구,공업 일반,57,9,3
직업탐구,공업 일반,56,46,14
직업탐구,공업 일반,55,14,4
직업탐구,공업 일반,54,20,3
직업탐구,공업 일반,53,23,10
직업탐구,공업 일반,52,16,2
직업탐구,공업 일반,51,21,5
직업탐구,공업 일반,50,46,6
직업탐구,공업 일반,49,22,2
직업탐구,공업 일반,48,22,10
직업탐구,공업 일반,47,22,4
직업탐구,공업 일반,46,48,11
직업탐구,공업 일반,45,28,7
직업탐구,공업 일반,44,34,4
직업탐구,공업 일반,43,54,11
직업탐구,공업 일반,42,31,6
직업탐구,공업 일반,41,29,8
직업탐구,공업 일반,40,62,7
직업탐구,공업 일반,39,31,4
직업탐구,공업 일반,38,49,4
직업탐구,공업 일반,37,39,3
직업탐구,공업 일반,36,39,4
직업탐구,공업 일반,35,14,2
직업탐구,공업 일반,34,13,3
직업탐구,공업 일반,33,10,4
직업탐구,공업 일반,32,2,0
직업탐구,공업 일반,31,1,1
직업탐구,공업 일반,29,0,1
직업탐구,기초 제도,67,47,8
직업탐구,기초 제도,65,62,13
직업탐구,기초 제도,63,11,3
직업탐구,기초 제도,62,51,7
직업탐구,기초 제도,61,23,3
직업탐구,기초 제도,60,34,5
직업탐구,기초 제도,59,25,4
직업탐구,기초 제도,58,20,2
직업탐구,기초 제도,57,7,3
직업탐구,기초 제도,56,32,10
직업탐구,기초 제도,55,12,3
직업탐구,기초 제도,54,19,5
직업탐구,기초 제도,53,23,9
직업탐구,기초 제도,52,17,6
직업탐구,기초 제도,51,27,9
직업탐구,기초 제도,50,11,1
직업탐구,기초 제도,49,13,6
직업탐구,기초 제도,48,42,9
직업탐구,기초 제도,47,14,5
직업탐구,기초 제도,46,16,4
직업탐구,기초 제도,45,59,7
직업탐구,기초 제도,44,28,2
직업탐구,기초 제도,43,22,6
직업탐구,기초 제도,42,56,10
직업탐구,기초 제도,41,25,6
직업탐구,기초 제도,40,19,3
직업탐구,기초 제도,39,59,8
직업탐구,기초 제도,38,22,2
직업탐구,기초 제도,37,15,3
직업탐구,기초 제도,36,35,5
직업탐구,기초 제도,35,29,4
직업탐구,기초 제도,34,15,0
직업탐구,기초 제도,33,3,0
직업탐구,기초 제도,32,1,0
직업탐구,기초 제도,31,4,0
직업탐구,기초 제도,30,0,1
직업탐구,상업 경제,72,14,15
직업탐구,상업 경제,70,9,14
직업탐구,상업 경제,69,11,14
직업탐구,상업 경제,68,4,14
직업탐구,상업 경제,67,23,29
직업탐구,상업 경제,66,13,9
직업탐구,상업 경제,65,17,21
직업탐구,상업 경제,64,2,10
직업탐구,상업 경제,63,13,13
직업탐구,상업 경제,62,14,21
직업탐구,상업 경제,61,19,29
직업탐구,상업 경제,60,10,21
직업탐구,상업 경제,59,10,17
직업탐구,상업 경제,58,10,18
직업탐구,상업 경제,57,9,12
직업탐구,상업 경제,56,18,34
직업탐구,상업 경제,55,6,11
직업탐구,상업 경제,54,15,20
직업탐구,상업 경제,53,11,18
직업탐구,상업 경제,52,9,26
직업탐구,상업 경제,51,18,57
직업탐구,상업 경제,50,16,34
직업탐구,상업 경제,49,5,37
직업탐구,상업 경제,48,15,30
직업탐구,상업 경제,47,14,49
직업탐구,상업 경제,46,18,33
직업탐구,상업 경제,45,25,102
직업탐구,상업 경제,44,23,46
직업탐구,상업 경제,43,12,55
직업탐구,상업 경제,42,10,62
직업탐구,상업 경제,41,17,45
직업탐구,상업 경제,40,32,78
직업탐구,상업 경제,39,4,36
직업탐구,상업 경제,38,9,17
직업탐구,상업 경제,37,7,25
직업탐구,상업 경제,36,10,13
직업탐구,상업 경제,35,5,26
직업탐구,상업 경제,34,12,7
직업탐구,상업 경제,33,1,7
직업탐구,상업 경제,32,0,5
직업탐구,상업 경제,31,2,1
직업탐구,상업 경제,29,1,0
직업탐구,회계 원리,75,3,4
직업탐구,회계 원리,73,1,1
직업탐구,회계 원리,72,8,11
직업탐구,회계 원리,70,2,1
직업탐구,회계 원리,69,8,18
직업탐구,회계 원리,68,1,1
직업탐구,회계 원리,67,4,8
직업탐구,회계 원리,66,15,22
직업탐구,회계 원리,65,3,1
직업탐구,회계 원리,64,11,13
직업탐구,회계 원리,63,12,21
직업탐구,회계 원리,62,3,9
직업탐구,회계 원리,61,11,29
직업탐구,회계 원리,60,15,22
직업탐구,회계 원리,59,5,12
직업탐구,회계 원리,58,18,38
직업탐구,회계 원리,57,14,13
직업탐구,회계 원리,56,14,28
직업탐구,회계 원리,55,13,50
직업탐구,회계 원리,54,11,17
직업탐구,회계 원리,53,10,31
직업탐구,회계 원리,52,16,38
직업탐구,회계 원리,51,13,32
직업탐구,회계 원리,50,12,58
직업탐구,회계 원리,49,13,33
직업탐구,회계 원리,48,10,40
직업탐구,회계 원리,47,7,40
직업탐구,회계 원리,46,9,37
직업탐구,회계 원리,45,9,49
직업탐구,회계 원리,44,12,40
직업탐구,회계 원리,43,12,35
직업탐구,회계 원리,42,11,32
직업탐구,회계 원리,41,8,29
직업탐구,회계 원리,40,11,29
직업탐구,회계 원리,39,19,34
직업탐구,회계 원리,38,7,20
직업탐구,회계 원리,37,11,34
직업탐구,회계 원리,36,5,22
직업탐구,회계 원리,35,5,21
직업탐구,회계 원리,34,2,8
직업탐구,회계 원리,33,7,17
직업탐구,회계 원리,32,6,10
직업탐구,회계 원리,31,3,5
직업탐구,회계 원리,30,0,2
직업탐구,회계 원리,29,0,3
직업탐구,회계 원리,28,0,1
직업탐구,회계 원리,27,1,3
직업탐구,회계 원리,25,0,2
직업탐구,해양의 이해,69,1,0
직업탐구,해양의 이해,68,1,0
직업탐구,해양의 이해,67,1,0
직업탐구,해양의 이해,65,0,1
직업탐구,해양의 이해,64,1,0
직업탐구,해양의 이해,60,1,0
직업탐구,해양의 이해,58,1,0
직업탐구,해양의 이해,57,2,0
직업탐구,해양의 이해,56,0,1
직업탐구,해양의 이해,54,1,0
직업탐구,해양의 이해,52,1,0
직업탐구,해양의 이해,51,1,0
직업탐구,해양의 이해,49,1,0
직업탐구,해양의 이해,48,0,1
직업탐구,해양의 이해,46,1,0
직업탐구,해양의 이해,44,2,0
직업탐구,해양의 이해,43,1,0
직업탐구,해양의 이해,42,1,0
직업탐구,해양의 이해,41,4,0
직업탐구,해양의 이해,40,1,0
직업탐구,해양의 이해,38,3,1
직업탐구,수산·해운 산업 기초,67,1,0
직업탐구,수산·해운 산업 기초,65,1,0
직업탐구,수산·해운 산업 기초,64,2,0
직업탐구,수산·해운 산업 기초,62,1,0
직업탐구,수산·해운 산업 기초,57,2,0
직업탐구,수산·해운 산업 기초,54,1,0
직업탐구,수산·해운 산업 기초,51,1,0
직업탐구,수산·해운 산업 기초,50,1,0
직업탐구,수산·해운 산업 기초,49,3,1
직업탐구,수산·해운 산업 기초,44,1,1
직업탐구,수산·해운 산업 기초,43,1,0
직업탐구,수산·해운 산업 기초,39,1,0
직업탐구,수산·해운 산업 기초,38,1,1
직업탐구,수산·해운 산업 기초,35,1,0
직업탐구,수산·해운 산업 기초,33,1,0
직업탐구,인간 발달,70,13,32
직업탐구,인간 발달,68,6,17
직업탐구,인간 발달,67,9,23
직업탐구,인간 발달,66,1,7
직업탐구,인간 발달,65,9,31
직업탐구,인간 발달,64,1,18
직업탐구,인간 발달,63,2,8
직업탐구,인간 발달,62,2,7
직업탐구,인간 발달,61,6,22
직업탐구,인간 발달,60,4,5
직업탐구,인간 발달,59,2,9
직업탐구,인간 발달,58,6,7
직업탐구,인간 발달,57,2,8
직업탐구,인간 발달,56,8,11
직업탐구,인간 발달,55,4,9
직업탐구,인간 발달,54,5,17
직업탐구,인간 발달,53,7,10
직업탐구,인간 발달,52,6,27
직업탐구,인간 발달,51,8,23
직업탐구,인간 발달,50,3,29
직업탐구,인간 발달,49,2,17
직업탐구,인간 발달,48,10,25
직업탐구,인간 발달,47,9,61
직업탐구,인간 발달,46,12,25
직업탐구,인간 발달,45,6,33
직업탐구,인간 발달,44,12,39
직업탐구,인간 발달,43,15,65
직업탐구,인간 발달,42,17,36
직업탐구,인간 발달,41,10,26
직업탐구,인간 발달,40,6,23
직업탐구,인간 발달,39,19,26
직업탐구,인간 발달,38,6,13
직업탐구,인간 발달,37,4,6
직업탐구,인간 발달,36,5,5
직업탐구,인간 발달,35,3,11
직업탐구,인간 발달,34,7,6
직업탐구,인간 발달,33,4,3
직업탐구,인간 발달,32,0,1
직업탐구,인간 발달,31,1,0
직업탐구,인간 발달,30,0,2
직업탐구,인간 발달,29,1,0
직업탐구,생활 서비스 산업의 이해,68,20,35
직업탐구,생활 서비스 산업의 이해,66,4,8
직업탐구,생활 서비스 산업의 이해,65,24,41
직업탐구,생활 서비스 산업의 이해,64,2,0
직업탐구,생활 서비스 산업의 이해,63,5,10
직업탐구,생활 서비스 산업의 이해,62,22,29
직업탐구,생활 서비스 산업의 이해,61,14,22
직업탐구,생활 서비스 산업의 이해,60,13,16
직업탐구,생활 서비스 산업의 이해,59,3,4
직업탐구,생활 서비스 산업의 이해,58,9,20
직업탐구,생활 서비스 산업의 이해,57,6,14
직업탐구,생활 서비스 산업의 이해,56,9,15
직업탐구,생활 서비스 산업의 이해,55,7,16
직업탐구,생활 서비스 산업의 이해,54,8,9
직업탐구,생활 서비스 산업의 이해,53,11,25
직업탐구,생활 서비스 산업의 이해,52,14,37
직업탐구,생활 서비스 산업의 이해,51,12,32
직업탐구,생활 서비스 산업의 이해,50,11,28
직업탐구,생활 서비스 산업의 이해,49,10,32
직업탐구,생활 서비스 산업의 이해,48,11,30
직업탐구,생활 서비스 산업의 이해,47,11,36
직업탐구,생활 서비스 산업의 이해,46,17,37
직업탐구,생활 서비스 산업의 이해,45,9,31
직업탐구,생활 서비스 산업의 이해,44,9,32
직업탐구,생활 서비스 산업의 이해,43,14,34
직업탐구,생활 서비스 산업의 이해,42,12,42
직업탐구,생활 서비스 산업의 이해,41,12,22
직업탐구,생활 서비스 산업의 이해,40,13,12
직업탐구,생활 서비스 산업의 이해,39,3,14
직업탐구,생활 서비스 산업의 이해,38,5,11
직업탐구,생활 서비스 산업의 이해,37,8,11
직업탐구,생활 서비스 산업의 이해,36,5,7
직업탐구,생활 서비스 산업의 이해,35,2,14
직업탐구,생활 서비스 산업의 이해,34,6,5
직업탐구,생활 서비스 산업의 이해,33,9,18
직업탐구,생활 서비스 산업의 이해,32,4,5
직업탐구,생활 서비스 산업의 이해,31,5,6
직업탐구,생활 서비스 산업의 이해,30,3,3
직업탐구,생활 서비스 산업의 이해,28,2,0
직업탐구,생활 서비스 산업의 이해,27,1,2
직업탐구,생활 서비스 산업의 이해,25,1,0
직업탐구,생활 서비스 산업의 이해,24,2,0
직업탐구,생활 서비스 산업의 이해,23,3,0
제2외국어 한문,독일어 I,70,1,1
제2외국어 한문,독일어 I,68,3,6
제2외국어 한문,독일어 I,67,1,3
제2외국어 한문,독일어 I,66,3,11
제2외국어 한문,독일어 I,65,5,10
제2외국어 한문,독일어 I,64,12,23
제2외국어 한문,독일어 I,63,21,37
제2외국어 한문,독일어 I,62,12,16
제2외국어 한문,독일어 I,61,11,34
제2외국어 한문,독일어 I,60,5,23
제2외국어 한문,독일어 I,59,10,25
제2외국어 한문,독일어 I,58,13,40
제2외국어 한문,독일어 I,57,7,23
제2외국어 한문,독일어 I,56,8,16
제2외국어 한문,독일어 I,55,5,14
제2외국어 한문,독일어 I,54,8,18
제2외국어 한문,독일어 I,53,14,19
제2외국어 한문,독일어 I,52,6,10
제2외국어 한문,독일어 I,51,4,8
제2외국어 한문,독일어 I,50,3,9
제2외국어 한문,독일어 I,49,6,8
제2외국어 한문,독일어 I,48,8,25
제2외국어 한문,독일어 I,47,5,7
제2외국어 한문,독일어 I,46,7,15
제2외국어 한문,독일어 I,45,10,18
제2외국어 한문,독일어 I,44,9,12
제2외국어 한문,독일어 I,43,25,33
제2외국어 한문,독일어 I,42,20,19
제2외국어 한문,독일어 I,41,13,17
제2외국어 한문,독일어 I,40,16,17
제2외국어 한문,독일어 I,39,25,25
제2외국어 한문,독일어 I,38,47,33
제2외국어 한문,독일어 I,37,11,8
제2외국어 한문,독일어 I,36,11,13
제2외국어 한문,독일어 I,35,10,1
제2외국어 한문,독일어 I,34,3,6
제2외국어 한문,독일어 I,33,5,2
제2외국어 한문,독일어 I,32,4,0
제2외국어 한문,독일어 I,31,0,1
제2외국어 한문,독일어 I,30,2,3
제2외국어 한문,프랑스어 I,68,5,6
제2외국어 한문,프랑스어 I,67,8,18
제2외국어 한문,프랑스어 I,66,0,5
제2외국어 한문,프랑스어 I,65,9,32
제2외국어 한문,프랑스어 I,64,9,37
제2외국어 한문,프랑스어 I,63,1,22
제2외국어 한문,프랑스어 I,62,12,34
제2외국어 한문,프랑스어 I,61,14,54
제2외국어 한문,프랑스어 I,60,5,34
제2외국어 한문,프랑스어 I,59,9,19
제2외국어 한문,프랑스어 I,58,17,37
제2외국어 한문,프랑스어 I,57,5,23
제2외국어 한문,프랑스어 I,56,3,24
제2외국어 한문,프랑스어 I,55,4,23
제2외국어 한문,프랑스어 I,54,12,24
제2외국어 한문,프랑스어 I,53,6,17
제2외국어 한문,프랑스어 I,52,7,9
제2외국어 한문,프랑스어 I,51,10,30
제2외국어 한문,프랑스어 I,50,5,11
제2외국어 한문,프랑스어 I,49,4,14
제2외국어 한문,프랑스어 I,48,9,26
제2외국어 한문,프랑스어 I,47,4,14
제2외국어 한문,프랑스어 I,46,5,15
제2외국어 한문,프랑스어 I,45,19,50
제2외국어 한문,프랑스어 I,44,12,18
제2외국어 한문,프랑스어 I,43,9,18
제2외국어 한문,프랑스어 I,42,20,12
제2외국어 한문,프랑스어 I,41,22,52
제2외국어 한문,프랑스어 I,40,22,24
제2외국어 한문,프랑스어 I,39,24,33
제2외국어 한문,프랑스어 I,38,41,33
제2외국어 한문,프랑스어 I,37,17,15
제2외국어 한문,프랑스어 I,36,11,19
제2외국어 한문,프랑스어 I,35,14,15
제2외국어 한문,프랑스어 I,34,3,3
제2외국어 한문,프랑스어 I,33,3,3
제2외국어 한문,프랑스어 I,31,5,0
제2외국어 한문,프랑스어 I,30,1,0
제2외국어 한문,스페인어 I,68,4,9
제2외국어 한문,스페인어 I,67,13,42
제2외국어 한문,스페인어 I,66,3,5
제2외국어 한문,스페인어 I,65,10,35
제2외국어 한문,스페인어 I,64,15,62
제2외국어 한문,스페인어 I,63,9,20
제2외국어 한문,스페인어 I,62,12,31
제2외국어 한문,스페인어 I,61,3,18
제2외국어 한문,스페인어 I,60,3,12
제2외국어 한문,스페인어 I,59,11,35
제2외국어 한문,스페인어 I,58,4,20
제2외국어 한문,스페인어 I,57,7,15
제2외국어 한문,스페인어 I,56,8,28
제2외국어 한문,스페인어 I,55,7,9
제2외국어 한문,스페인어 I,54,0,13
제2외국어 한문,스페인어 I,53,14,39
제2외국어 한문,스페인어 I,52,7,6
제2외국어 한문,스페인어 I,51,7,26
제2외국어 한문,스페인어 I,50,5,15
제2외국어 한문,스페인어 I,49,7,15
제2외국어 한문,스페인어 I,48,15,21
제2외국어 한문,스페인어 I,47,8,18
제2외국어 한문,스페인어 I,46,9,24
제2외국어 한문,스페인어 I,45,21,44
제2외국어 한문,스페인어 I,44,12,21
제2외국어 한문,스페인어 I,43,15,28
제2외국어 한문,스페인어 I,42,29,57
제2외국어 한문,스페인어 I,41,26,29
제2외국어 한문,스페인어 I,40,46,59
제2외국어 한문,스페인어 I,39,14,30
제2외국어 한문,스페인어 I,38,21,23
제2외국어 한문,스페인어 I,37,27,30
제2외국어 한문,스페인어 I,36,6,11
제2외국어 한문,스페인어 I,35,2,3
제2외국어 한문,스페인어 I,34,4,4
제2외국어 한문,스페인어 I,33,0,1
제2외국어 한문,스페인어 I,32,1,1
제2외국어 한문,스페인어 I,31,0,1
제2외국어 한문,중국어 I,67,26,59
제2외국어 한문,중국어 I,66,40,85
제2외국어 한문,중국어 I,65,3,4
제2외국어 한문,중국어 I,64,39,100
제2외국어 한문,중국어 I,63,49,132
제2외국어 한문,중국어 I,62,11,33
제2외국어 한문,중국어 I,61,31,123
제2외국어 한문,중국어 I,60,65,146
제2외국어 한문,중국어 I,59,21,47
제2외국어 한문,중국어 I,58,28,83
제2외국어 한문,중국어 I,57,45,132
제2외국어 한문,중국어 I,56,20,60
제2외국어 한문,중국어 I,55,17,52
제2외국어 한문,중국어 I,54,33,108
제2외국어 한문,중국어 I,53,15,62
제2외국어 한문,중국어 I,52,22,48
제2외국어 한문,중국어 I,51,12,40
제2외국어 한문,중국어 I,50,25,82
제2외국어 한문,중국어 I,49,21,32
제2외국어 한문,중국어 I,48,18,51
제2외국어 한문,중국어 I,47,48,86
제2외국어 한문,중국어 I,46,16,49
제2외국어 한문,중국어 I,45,21,55
제2외국어 한문,중국어 I,44,46,88
제2외국어 한문,중국어 I,43,23,54
제2외국어 한문,중국어 I,42,28,58
제2외국어 한문,중국어 I,41,74,130
제2외국어 한문,중국어 I,40,41,75
제2외국어 한문,중국어 I,39,53,78
제2외국어 한문,중국어 I,38,108,154
제2외국어 한문,중국어 I,37,69,84
제2외국어 한문,중국어 I,36,41,59
제2외국어 한문,중국어 I,35,34,64
제2외국어 한문,중국어 I,34,12,10
제2외국어 한문,중국어 I,33,6,9
제2외국어 한문,중국어 I,32,7,6
제2외국어 한문,중국어 I,29,1,0
제2외국어 한문,일본어 I,69,7,24
제2외국어 한문,일본어 I,68,2,2
제2외국어 한문,일본어 I,67,48,62
제2외국어 한문,일본어 I,66,71,97
제2외국어 한문,일본어 I,65,16,28
제2외국어 한문,일본어 I,64,81,108
제2외국어 한문,일본어 I,63,132,189
제2외국어 한문,일본어 I,62,56,73
제2외국어 한문,일본어 I,61,69,96
제2외국어 한문,일본어 I,60,148,153
제2외국어 한문,일본어 I,59,47,58
제2외국어 한문,일본어 I,58,90,134
제2외국어 한문,일본어 I,57,63,61
제2외국어 한문,일본어 I,56,48,55
제2외국어 한문,일본어 I,55,83,105
제2외국어 한문,일본어 I,54,44,38
제2외국어 한문,일본어 I,53,49,65
제2외국어 한문,일본어 I,52,65,106
제2외국어 한문,일본어 I,51,45,39
제2외국어 한문,일본어 I,50,28,50
제2외국어 한문,일본어 I,49,74,91
제2외국어 한문,일본어 I,48,38,49
제2외국어 한문,일본어 I,47,44,55
제2외국어 한문,일본어 I,46,97,112
제2외국어 한문,일본어 I,45,38,54
제2외국어 한문,일본어 I,44,55,65
제2외국어 한문,일본어 I,43,116,153
제2외국어 한문,일본어 I,42,72,95
제2외국어 한문,일본어 I,41,91,95
제2외국어 한문,일본어 I,40,177,228
제2외국어 한문,일본어 I,39,119,145
제2외국어 한문,일본어 I,38,174,145
제2외국어 한문,일본어 I,37,132,143
제2외국어 한문,일본어 I,36,54,46
제2외국어 한문,일본어 I,35,25,36
제2외국어 한문,일본어 I,34,29,25
제2외국어 한문,일본어 I,33,4,7
제2외국어 한문,일본어 I,32,5,3
제2외국어 한문,러시아어 I,68,3,2
제2외국어 한문,러시아어 I,67,6,9
제2외국어 한문,러시아어 I,66,0,5
제2외국어 한문,러시아어 I,65,6,15
제2외국어 한문,러시아어 I,64,5,8
제2외국어 한문,러시아어 I,63,13,21
제2외국어 한문,러시아어 I,62,5,15
제2외국어 한문,러시아어 I,61,9,5
제2외국어 한문,러시아어 I,60,6,11
제2외국어 한문,러시아어 I,59,0,6
제2외국어 한문,러시아어 I,58,5,9
제2외국어 한문,러시아어 I,57,0,8
제2외국어 한문,러시아어 I,56,0,7
제2외국어 한문,러시아어 I,55,0,5
제2외국어 한문,러시아어 I,54,5,1
제2외국어 한문,러시아어 I,53,1,3
제2외국어 한문,러시아어 I,52,1,7
제2외국어 한문,러시아어 I,51,1,2
제2외국어 한문,러시아어 I,50,5,5
제2외국어 한문,러시아어 I,49,3,1
제2외국어 한문,러시아어 I,48,2,0
제2외국어 한문,러시아어 I,47,4,2
제2외국어 한문,러시아어 I,46,9,16
제2외국어 한문,러시아어 I,45,4,6
제2외국어 한문,러시아어 I,44,20,11
제2외국어 한문,러시아어 I,43,12,7
제2외국어 한문,러시아어 I,42,20,26
제2외국어 한문,러시아어 I,41,20,13
제2외국어 한문,러시아어 I,40,30,27
제2외국어 한문,러시아어 I,39,9,7
제2외국어 한문,러시아어 I,38,9,12
